anio;curso;fechaInicioInscripcion;fechaFinInscripcion;fechaInicioCurso;fechaFinCurso;Estado;CodEstado;publicaPCC
2024;C-CVSCE;2024-09-09;2024-09-12;2024-09-18;2024-10-02;Pendiente;PEND;
2024;C-PF;2024-09-09;2024-09-12;2024-09-18;2024-10-02;Pendiente;PEND;
2024;C-FAR;2024-09-09;2024-09-12;2024-09-18;2024-10-02;Pendiente;PEND;
2024;C-FAC;2024-09-09;2024-09-12;2024-09-18;2-10-0224;Pendiente;PEND;
2024;C-CVSH;2024-09-09;2024-09-12;2024-09-18;2024-10-02;Pendiente;PEND;
2024;C-HDD;2024-09-09;2024-09-12;2024-09-18;2024-10-02;Pendiente;PEND;
2024;C-HTCS;2024-09-09;2024-09-18;2024-09-19;2024-10-01;Pendiente;PEND;SI
2024;C-HPTJ;2024-09-09;2024-09-18;2024-09-19;2024-10-01;Pendiente;PEND;SI
2024;C-IJP;2024-09-06;2024-09-11;2024-09-23;2024-11-29;Pendiente;PEND;SI
2024;C-IJP;2024-09-06;2024-09-11;2024-09-24;2024-11-29;Pendiente;PEND;SI
2024;C-IJP;2024-09-06;2024-09-11;2024-09-25;2024-11-29;Pendiente;PEND;SI
2024;C-LMD;2024-09-07;2024-09-17;2024-09-25;2024-10-27;Pendiente;PEND;
2024;C-IJI;2024-09-06;2024-09-11;2024-09-26;2024-11-29;Pendiente;PEND;SI
2024;C-AAEA;2024-09-16;2024-09-25;2024-09-26;2024-10-07;Pendiente;PEND;SI
2024;C-AATC;2024-09-16;2024-09-25;2024-09-26;2024-10-07;Pendiente;PEND;SI
2024;C-IJP;2024-09-06;2024-09-11;2024-09-27;2024-11-29;Pendiente;PEND;SI
2024;C-PVCNA;2024-09-02;2024-09-11;2024-10-07;2024-10-31;Pendiente;PEND;
2024;C-AIASC;2024-09-20;2024-09-30;2024-10-07;2024-10-31;Pendiente;PEND;
2024;C-APDH;2024-09-20;30-9-0214;2024-10-07;2024-10-31;Pendiente;PEND;
2024;C-PVCNA;2024-09-20;2024-09-30;2024-10-07;2024-10-31;Pendiente;PEND;
2024;C-MSA;2024-10-01;2024-10-06;2024-10-07;2024-10-25;Pendiente;PEND;
2024;C-LMC;2024-10-01;2024-10-11;2024-10-14;2024-11-01;Pendiente;PEND;
2024;C-CCEN;2024-10-01;2024-10-13;2024-10-16;2024-10-31;Pendiente;PEND;
2024;C-EPI;2024-10-01;2024-10-13;2024-10-16;2024-10-31;Pendiente;PEND;
2024;C-CONF;2024-10-01;2024-10-13;2024-10-16;2024-10-31;Pendiente;PEND;
2024;C-CLIS;2024-10-01;2024-10-13;2024-10-16;2024-10-31;Pendiente;PEND;
2024;C-SSPMCE;2024-10-01;2024-10-13;2024-10-16;2024-10-31;Pendiente;PEND;
2024;C-SSPF;2024-10-01;2024-10-13;2024-10-16;2024-10-31;Pendiente;PEND;
2024;C-CVSCE;2024-10-01;2024-10-13;2024-10-16;2024-10-31;Pendiente;PEND;
2024;C-CVSCE;2024-10-01;2024-10-13;2024-10-18;2024-11-04;Pendiente;PEND;
2024;C-PF;2024-10-01;2024-10-13;2024-10-18;2024-11-04;Pendiente;PEND;
2024;C-FAR;2024-10-01;2024-10-13;2024-10-18;2024-11-04;Pendiente;PEND;
2024;C-FAC;2024-10-01;2024-10-13;2024-10-18;2024-11-04;Pendiente;PEND;
2024;C-HDD;2024-10-01;2024-10-13;2024-10-18;2024-11-04;Pendiente;PEND;
2024;C-CVSH;2024-10-01;2024-10-13;2024-10-18;2024-11-04;Pendiente;PEND;
2024;C-NUTRI;2024-10-01;2024-10-13;2024-10-18;2024-11-04;Pendiente;PEND;
2024;C-EPEPD;2024-10-07;2024-10-16;2024-10-21;2024-11-08;Pendiente;PEND;
2024;C-SSAL;2024-10-07;2024-10-16;2024-10-21;2024-11-15;Pendiente;PEND;
2024;C-MRVCM;2024-10-07;2024-10-16;2024-10-21;2024-11-15;Pendiente;PEND;
2024;C-GETEV;2024-10-07;2024-10-16;2024-10-21;2024-11-15;Pendiente;PEND;
2024;C-HTCS;2024-10-14;2024-10-18;2024-10-21;2024-12-13;Pendiente;PEND;
2024;C-AIEPC;2024-10-07;2024-10-18;2024-10-22;2024-11-29;Pendiente;PEND;
2024;C-SIGIPSA;2024-10-21;2024-10-25;2024-10-29;2024-11-29;Pendiente;PEND;
2024;C-LMD;2024-10-14;2024-10-24;2024-10-30;2024-12-01;Pendiente;PEND;
2024;C-CLLCD;2024-10-14;2024-10-29;2024-11-01;2024-11-30;Pendiente;PEND;
2024;C-AIASC;2024-10-20;2024-10-31;2024-11-04;2024-11-28;Pendiente;PEND;
2024;C-ECS;2024-10-20;2024-10-31;2024-11-04;2024-11-28;Pendiente;PEND;
2024;C-MSA;2024-11-04;2024-11-10;2024-11-11;2024-11-29;Pendiente;PEND;
2024;C-CONF;2024-11-01;2024-11-15;2024-11-18;2024-11-30;Pendiente;PEND;
2024;C-CLIS;2024-11-01;2024-11-15;2024-11-18;2024-11-30;Pendiente;PEND;
2024;C-DPI;2024-11-01;2024-11-15;2024-11-18;2024-11-30;Pendiente;PEND;
2024;C-HDD;2024-11-01;2024-11-15;2024-11-18;2024-11-30;Pendiente;PEND;
2024;C-EPI;2024-11-01;2024-11-15;2024-11-18;2024-11-30;Pendiente;PEND;
2024;C-SSPMCE;2024-11-01;2024-11-15;2024-11-18;2024-11-30;Pendiente;PEND;
2024;C-SSPF;2024-11-01;2024-11-15;2024-11-18;2024-11-30;Pendiente;PEND;
2024;C-CVSCE;2024-11-01;2024-11-15;2024-11-18;2024-11-30;Pendiente;PEND;
2024;C-PCDAD;2024-11-04;2024-11-13;2024-11-18;2024-12-06;Pendiente;PEND;
2024;C-LYCED;2024-11-04;2024-11-13;2024-11-18;2024-12-13;Pendiente;PEND;
2024;C-ESDSA;2024-11-04;2024-11-13;2024-11-18;2024-11-29;Pendiente;PEND;
2024;C-SMEN1;2024-11-04;2024-11-13;2024-11-18;2024-12-13;Pendiente;PEND;
2024;C-LMC;2024-11-05;2024-11-15;2024-11-18;2024-12-06;Pendiente;PEND;
2024;C-CVSCE;2024-11-01;2024-11-15;2024-11-20;2024-12-05;Pendiente;PEND;
2024;C-PF;2024-11-01;2024-11-15;2024-11-20;2024-12-05;Pendiente;PEND;
2024;C-FAR;2024-11-01;2024-11-15;2024-11-20;2024-12-05;Pendiente;PEND;
2024;C-FAC;2024-11-01;2024-11-15;2024-11-20;2024-12-05;Pendiente;PEND;
2024;C-CVSH;2024-11-01;2024-11-15;2024-11-20;2024-12-05;Pendiente;PEND;
2024;C-HDD;2024-11-01;2024-11-15;2024-11-20;2024-12-05;Pendiente;PEND;
2024;C-CCEN;2024-12-02;2024-12-06;2024-12-10;2024-12-20;Pendiente;PEND;
2024;C-EPI;2024-12-02;2024-12-06;2024-12-10;2024-12-20;Pendiente;PEND;
2024;C-CONF;2024-12-02;2024-12-06;2024-12-10;2024-12-20;Pendiente;PEND;
2024;C-CLIS;2024-12-02;2024-12-06;2024-12-10;2024-12-20;Pendiente;PEND;
2024;C-SSPMCE;2024-12-02;2024-12-06;2024-12-10;2024-12-20;Pendiente;PEND;
2024;C-SSPF;2024-12-02;2024-12-06;2024-12-10;2024-12-20;Pendiente;PEND;
2024;C-CVSCE;2024-12-02;2024-12-06;2024-12-10;2024-12-20;Pendiente;PEND;
2024;C-CVSCE;2024-12-02;2024-12-06;2024-12-12;2024-12-22;Pendiente;PEND;
2024;C-PF;2024-12-02;2024-12-06;2024-12-12;2024-12-22;Pendiente;PEND;
2024;C-FAR;2024-12-02;2024-12-06;2024-12-12;2024-12-22;Pendiente;PEND;
2024;C-FAC;2024-12-02;2024-12-06;2024-12-12;2024-12-22;Pendiente;PEND;
2024;C-EPTE;2024-12-02;2024-12-06;2024-12-12;2024-12-22;Pendiente;PEND;
2024;C-HDD;2024-12-02;2024-12-06;2024-12-12;2024-12-22;Pendiente;PEND;
2024;C-CVSH;2024-12-02;2024-12-06;2024-12-12;2024-12-22;Pendiente;PEND;
2024;C-NUTRI;2024-12-02;2024-12-06;2024-12-12;2024-12-22;Pendiente;PEND;
